,Unnamed: 0,mapping,epap,user,meaning,meaning_status,similarity
54,54,True,True,"Remove the conditional path c with all its tasks (task E and task F). So that the first XOR Decision Gateway has only two possible paths (a, b).","Delete branch ""c"" of the XOR gateway, including tasks E and F.
",True,1.0
55,55,True,True,remove branch c,"Delete branch ""c"" from the process.
",True,1.0
56,56,True,False,Add condition c to the xor with task E followed by task F in the branch,"Add condition ""c"" to the XOR gateway preceding task E and F.
",True,0.8639511564686483
57,57,True,True,Remove condition c and Both Tasks (E and F) Inside the case resulting in only two cases Splitting from the gateway ,"Remove the condition related to tasks E and F and the tasks themselves, leaving only two branches originating from the exclusive gateway.
",True,1.0
58,58,True,False,C condition is removed.  ,"Remove condition C.
",True,1.0
59,59,True,True,Remove branch c.,"Delete the branch originating from gateway 'c'.
",True,1.0
60,60,True,True,Remove option c from the xor flow,"NA
",True,0.8639511564686483
61,61,True,False,delete c as decision,"NA
",True,0.8639511564686483
62,62,True,True,remove the exclusive branch with condition c,"Remove the branch of the Exclusive Gateway that has condition 'c'.
",True,1.0
63,63,True,True,Delete the branch with condition c.,"Delete the branch that follows the gateway with condition ""c"".
",True,1.0
